name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
vibesdotart [genesis],6,0.66,3.13,0.03,25,0.75,405,798.0
Impermanent Digital,6,0.66,0.78,0.04,22,0.88,1408,2828.0
Time Vortex,1,0.11,10.0,0.05,1,0.05,3,10.0
Space Capsules,4,0.44,0.11,0.03,10,0.3,1054,8888.0
Transponders,4,0.44,0.12,0.02,11,0.22,1050,8888.0
Playing Arts Crypto Edition,4,0.44,0.14,0.04,11,0.44,1523,7830.0
Take Down Notes,1,0.11,14.29,0.1,5,0.5,11,35.0
Flow Study,1,0.11,22.22,1.0,2,2.0,5,9.0
BYOPill,20,2.21,0.86,1.29,86,110.94,3339,10000.0
Isosceles,5,0.55,33.33,1.99,7,13.93,18,21.0
G-Liners,1,0.11,0.78,0.15,2,0.3,155,256.0
Emblem Vault [Ethereum],16,1.76,0.27,0.03,68,2.04,5356,24815.0
Archetype by Kjetil Golid,12,1.32,7.17,11.69,43,502.66999999999996,317,600.0
720 Minutes by Alexis André,19,2.09,4.17,1.6,30,48.0,457,720.0
Subscapes by Matt DesLauriers,13,1.43,3.38,8.8,22,193.60000000000002,265,650.0
Dreams by Joshua Bagley,14,1.54,7.29,0.5,51,25.5,389,700.0
Jenkins the Valet: The Writer's Room,41,4.52,1.05,1.3,73,94.9,3543,6942.0
Damien Hirst - The Currency,38,4.19,2.25,3.9,50,195.0,1744,2223.0
tubby cats by tubby collective,27,2.98,0.24,0.26,49,12.74,10062,20000.0
VR Future Genesis,14,1.54,0.87,0.04,68,2.72,2797,7776.0
FishyFam,12,1.32,0.17,0.14,17,2.3800000000000003,5992,9999.0
WonderPals,20,2.21,0.39,0.5,39,19.5,6975,10000.0
NFTBookMaskofGanymede V2,1,0.11,1.54,0.05,1,0.05,64,65.0
Galaktic Gang,14,1.54,0.68,0.19,38,7.22,2553,5555.0
Nuclear Nerds of the Accidental Apocalypse,20,2.21,0.71,0.32,64,20.48,3635,8999.0
Party Degenerates,39,4.3,1.34,0.18,134,24.119999999999997,3644,9999.0
TheDiamondHands,6,0.66,0.2,0.03,22,0.6599999999999999,2364,11111.0
MaskDAO Word on the Street,3,0.33,0.4,0.03,3,0.09,557,754.0
NAH FUNGIBLE BONES,12,1.32,0.28,0.03,28,0.84,4893,10005.0
MaskDAO Golden Ticket,2,0.22,0.39,0.16,2,0.32,404,512.0
Scribblemasks #3,1,0.11,5.0,0.1,1,0.1,7,20.0
Shadow Monkey Box,1,0.11,1.85,0.43,1,0.43,36,54.0
Monet Masks,1,0.11,1.56,1.78,1,1.78,36,64.0
Rise of the Shadow Monkey,1,0.11,100.0,0.3,1,0.3,63,1.0
POAP,47,5.18,0.2,0.01,70,0.7000000000000001,21363,34525.0
Gutter Comics,13,1.43,0.85,0.03,68,2.04,2088,7975.0
OCM Dessert,14,1.54,666.67,0.49,20,9.8,2764,3.0
Maxx Crosby Series 1 Collection,2,0.22,2.26,0.11,9,0.99,93,398.0
Von Miller Series 1 Collection,2,0.22,2.29,0.11,8,0.88,72,349.0
Matthew Judon Series 1 Collection,2,0.22,2.42,0.09,8,0.72,42,330.0
Hollywood Brown Series 1 Collection,2,0.22,2.35,0.12,8,0.96,49,341.0
Trevon Diggs Series 1 Collection,2,0.22,1.72,0.12,9,1.08,183,523.0
Fan Controlled Football: The Ballerz Collective - Apes,13,1.43,0.97,0.07,71,4.970000000000001,1695,7291.0
Fan Controlled Football: The Ballerz Collective - Gutter Gang,6,0.66,0.49,0.05,12,0.6000000000000001,775,2466.0
Deadfrenz Lab Access Pass,12,1.32,250.0,0.33,15,4.95,1545,6.0
Bored Awesome Apes,1,0.11,0.18,0.18,1,0.18,313,548.0
TheWhitelist.io - Aces,8,0.88,0.2,0.04,20,0.8,4752,9999.0
STAPLEVERSE - FEED CLAN - PHASE 1 of 3,22,2.43,0.64,0.35,64,22.4,4956,9988.0
AO Art Ball,15,1.65,0.31,0.07,21,1.4700000000000002,4241,6776.0
Summer Bears,14,1.54,0.36,0.01,36,0.36,4641,10000.0
Ape Harbour Superyachts,5,0.55,0.7,0.02,31,0.62,977,4444.0
MojoID Mint Pass,2,0.22,0.34,0.07,3,0.21000000000000002,316,879.0
BYOLand,13,1.43,0.52,1.35,52,70.2,2957,10056.0
Robert Mondavi Winery x Bernardaud Collection,7,0.77,2.05,0.74,13,9.62,421,633.0
merge.,33,3.64,0.12,0.18,33,5.9399999999999995,9382,26746.0
Flyfish Club,14,1.54,0.76,4.2,23,96.60000000000001,1303,3035.0
Legends of Venari Alpha Pass,3,0.33,0.1,0.38,3,1.1400000000000001,1295,3150.0
MetaZoo Games Tokens,3,0.33,0.17,0.4,4,1.6,1104,2304.0
Aku Chapter VI Home by Micah Johnson,2,0.22,0.27,0.38,5,1.9,375,1854.0
RTFKT - Mintdisc 3,12,1.32,2.08,0.75,17,12.75,444,817.0
RTFKT - Mintdisc 1,8,0.88,1.2,0.63,9,5.67,598,751.0
Timeless Characters,22,2.43,0.61,0.49,57,27.93,3115,9421.0
Etched Collections,1,0.11,33.33,0.1,1,0.1,194,3.0
Metakrew,22,2.43,0.56,0.08,41,3.2800000000000002,3209,7335.0
Ape-In Productions,8,0.88,800.0,0.1,8,0.8,1578,1.0
Quarter Machine - PiRATE iSLAND,4,0.44,0.7,0.24,7,1.68,394,1001.0
Wicked Craniums Comic,1,0.11,0.08,0.0,2,0.0,1059,2537.0
The CryptoMoms,10,1.1,0.31,0.08,27,2.16,6660,8785.0
Boonji Project,24,2.65,0.52,0.16,58,9.28,5171,11111.0
The Prometheus Project,1,0.11,0.07,0.06,1,0.06,1102,1399.0
Gutter Dogs,12,1.32,0.48,1.69,14,23.66,1987,2932.0
Gutter Pigeons,12,1.32,0.48,1.35,14,18.900000000000002,1918,2915.0
GenX by HOK,5,0.55,0.17,0.1,17,1.7000000000000002,3066,9999.0
Wicked Craniums X Haylos,5,0.55,0.21,0.01,9,0.09,1807,4297.0
Andy Borphol,5,0.55,0.7,0.01,14,0.14,966,2003.0
Winter Bears,15,1.65,0.38,0.1,38,3.8000000000000003,4627,10000.0
The Wicked Loot,7,0.77,0.28,0.0,15,0.0,2085,5388.0
Tools of Rock: VIP Pass,5,0.55,0.36,0.2,9,1.8,1360,2500.0
OnChainMonkey,16,1.76,0.58,1.64,55,90.19999999999999,3002,9500.0
Juggernauts by PC,2,0.22,1.67,0.29,8,2.32,285,480.0
The CryptoDads,12,1.32,0.36,0.23,36,8.280000000000001,7496,10000.0
NFTheo,4,0.44,0.41,0.02,12,0.24,1190,2948.0
Royal Society Chips,4,0.44,0.91,0.01,91,0.91,1215,10000.0
Alpha Access,10,1.1,550.0,0.04,11,0.44,921,2.0
Gutter Merch,5,0.55,21.82,0.12,12,1.44,623,55.0
Waifu Warriors,4,0.44,0.56,0.05,17,0.8500000000000001,775,3011.0
Gauntlets,10,1.1,0.17,0.07,17,1.1900000000000002,3825,10000.0
FVCK_CRYSTAL//,34,3.75,1.39,2.3,58,133.39999999999998,2149,4169.0
Aku Chapters,9,0.99,0.42,0.49,57,27.93,1018,13593.0
Treeverse Plots,30,3.31,0.53,1.17,55,64.35,3804,10420.0
BearsOnTheBlock,6,0.66,0.84,0.02,80,1.6,3305,9495.0
The WolfGang Pups,2,0.22,0.18,0.01,4,0.04,1042,2251.0
Gutter Cat'lacs,5,0.55,0.69,0.04,15,0.6,1009,2173.0
Ape Harbour Dinghies,13,1.43,1.2,0.0,34,0.0,1212,2834.0
Ape Harbour Yachts,14,1.54,0.78,0.03,61,1.8299999999999998,2512,7777.0
The Wolfgang,6,0.66,0.08,0.01,8,0.08,4109,9952.0
Bored-Apes-Art-Club,2,0.22,36.36,0.02,4,0.08,232,11.0
Royal Society of Players,6,0.66,0.95,0.15,95,14.25,1555,10000.0
Inverted Ape Club,10,1.1,0.85,0.02,16,0.32,929,1876.0
FuckCashGrabs,15,1.65,0.7,0.0,35,0.0,1890,5000.0
Gutter Rats,13,1.43,0.57,1.42,17,24.14,1885,2991.0
BullsOnTheBlock,7,0.77,0.13,0.06,13,0.78,1613,10000.0
OLD APE MAFIA CONTRACT --- DO NOT BUY,4,0.44,400.0,0.04,4,0.16,338,1.0
Gutter Cat Gang,12,1.32,0.6,5.6,18,100.8,1792,3000.0
Ghxsts Cxlture,16,1.76,768.42,0.31,146,45.26,733,19.0
Cxllabs,8,0.88,200.0,0.2,14,2.8000000000000003,471,7.0
RTFKT BONUS ITEMS,10,1.1,54.17,2.3,13,29.9,381,24.0
Ghxsts,12,1.32,14.33,6.0,50,300.0,532,349.0
The Meta Key,37,4.08,1400.0,0.21,56,11.76,6116,4.0
FEWOCiOUS x RTFKT,15,1.65,2.42,3.76,22,82.72,543,909.0
SSX3LAU,12,1.32,0.26,0.11,15,1.65,1303,5679.0
Avastars,39,4.3,0.54,0.08,138,11.040000000000001,5023,25469.0
Leo Conoza X Budweiser Royalty,3,0.33,0.67,0.01,3,0.03,364,446.0
LinksDAO,54,5.95,1.65,0.43,150,64.5,5310,9090.0
Shaq Gives Back,14,1.54,0.92,0.02,92,1.84,5437,10000.0
VeeFriends Mini Drops,12,1.32,2.35,1.6,28,44.800000000000004,586,1191.0
Wrapped Strikers,11,1.21,4.38,0.1,152,15.200000000000001,856,3473.0
True Ventures Stinson Beach,4,0.44,400.0,0.0,4,0.0,16,1.0
Uniswap V3 Positions,40,4.41,0.04,0.0,86,0.0,55159,195860.0
FWAUMILY Member,2,0.22,200.0,0.95,2,1.9,195,1.0
Monster Icons,5,0.55,13.64,4.69,6,28.14,39,44.0
Grassetti's OS Collection,6,0.66,107.69,0.74,14,10.36,433,13.0
Mutant Lads,5,0.55,1.28,0.01,16,0.16,710,1251.0
Two Bit Bears Generation Three,1,0.11,0.21,0.17,1,0.17,270,475.0
Nudie Community Official,9,0.99,0.22,0.04,22,0.88,4942,10000.0
LIT Project Two: Motion,42,4.63,1.54,0.04,71,2.84,3653,4619.0
Bubblegum Puppies,2,0.22,0.02,0.03,2,0.06,2939,10000.0
Cath Simard Editions,10,1.1,1000.0,0.6,10,6.0,205,1.0
AKC Pets,3,0.33,0.04,0.01,5,0.05,4200,11999.0
Dawn Key,3,0.33,300.0,0.23,3,0.6900000000000001,153,1.0
Davinci from AI Maker Labs,9,0.99,1.43,0.02,19,0.38,887,1333.0
BLUE UNIVERSE Collection,1,0.11,16.67,0.2,2,0.4,6,12.0
Chromospheres,3,0.33,0.85,0.04,6,0.24,304,707.0
IlluminatiNFT,35,3.86,1.5,0.21,122,25.619999999999997,3665,8128.0
Ape Kids Club (AKC),8,0.88,0.1,0.1,10,1.0,5248,9999.0
Legends of Wondermist,30,3.31,663.04,0.02,305,6.1000000000000005,376,46.0
Worldwide Webb Land,46,5.07,0.87,1.77,83,146.91,4850,9508.0
The GM Collection by MetaWatches,1,0.11,17.65,5.0,3,15.0,11,17.0
Earth's Landscapes Alive: Genesis Series,3,0.33,10.0,3.5,3,10.5,17,30.0
OBSCURE ALTERATION COLLABORATION SERIES W/ HOLLOWSUN,2,0.22,2.0,0.25,2,0.5,40,100.0
Vortex by Spectra.art,5,0.55,1.13,0.03,16,0.48,586,1414.0
Generation: Habibi,6,0.66,1.33,0.46,12,5.5200000000000005,647,902.0
NFTBOY: Consoles,4,0.44,0.41,0.01,6,0.06,863,1452.0
Bubblegum Kids,5,0.55,0.12,0.12,12,1.44,3621,10000.0
MultiverseVM,21,2.32,1.4,0.38,112,42.56,2115,8000.0
Neurolotus,1,0.11,2.27,0.0,1,0.0,9,44.0
ETERNAL FRAGMENTS,4,0.44,0.78,0.01,22,0.22,987,2827.0
NFTBOY: Bored Ape Racers,4,0.44,0.29,0.0,8,0.0,891,2777.0
Foundation (FND),103,11.36,0.61,0.02,720,14.4,17489,117925.0
PUNKS 2: KING BLACKBORED Collector's Edition,12,1.32,1.73,0.21,13,2.73,716,750.0
CyberBrokers,55,6.06,2.84,2.27,283,642.41,3832,9975.0
From the Fragments of Tezuka Osamu - Generative Art,6,0.66,0.33,0.08,10,0.8,1683,3037.0
Bear Game Gen Y,3,0.33,0.1,0.02,3,0.06,353,3029.0
Dirtybird Flight Club,8,0.88,0.28,0.02,25,0.5,3575,9090.0
GM!,3,0.33,1.86,0.06,3,0.18,259,161.0
Axie Infinity,12,1.32,0.05,0.0,155,0.0,45276,283781.0
The Nifty Portal,16,1.76,1600.0,0.13,16,2.08,4878,1.0
The Degenaissance,27,2.98,1.08,0.29,27,7.829999999999999,2311,2500.0
Dreams of Roya,1,0.11,3.45,0.08,1,0.08,617,29.0
From the ZED Vault,1,0.11,14.29,0.0,1,0.0,6,7.0
New World Order - NWO,10,1.1,0.45,0.04,32,1.28,3150,7148.0
SUN SIGNALS,11,1.21,1.09,0.69,11,7.59,442,1010.0
TiKi Bar,10,1.1,0.86,0.01,108,1.08,3440,12555.0
Jiometory No Compute - ジオメトリ ハ ケイサンサレマセン by Samsy,14,1.54,2.15,0.29,22,6.38,605,1024.0
Gallery Premium Membership Cards,63,6.95,971.43,0.22,68,14.96,1065,7.0
Quadrums,7,0.77,2.44,0.1,25,2.5,563,1024.0
WagmiTable,5,0.55,10.17,0.15,6,0.8999999999999999,42,59.0
entretiempos by Marcelo Soria-Rodríguez,20,2.21,4.7,0.32,47,15.040000000000001,461,1000.0
Alivacious,13,1.43,2.34,0.0,65,0.0,686,2781.0
The Metascapes,24,2.65,1.72,0.08,44,3.52,1439,2555.0
Lives of Asuna,16,1.76,0.23,0.18,23,4.14,5831,10000.0
Cyber Galz - Galz VM_ETH,2,0.22,0.11,0.1,2,0.2,520,1875.0
The Jims,20,2.21,3.86,0.12,79,9.48,1033,2048.0
The Collectibles - Natural by Rich Caldwell,1,0.11,5.0,0.0,1,0.0,7,20.0
Ensō by Matto,15,1.65,2.5,0.1,25,2.5,675,1000.0
Glow by Jason Ting,6,0.66,1.8,0.09,9,0.8099999999999999,270,500.0
Game of Blocks Genesis Lands,7,0.77,0.26,0.15,7,1.05,1296,2711.0
Zodiac Capsules,15,1.65,0.39,0.33,36,11.88,1887,9268.0
MDAO General Members,16,1.76,0.48,0.02,16,0.32,3215,3320.0
AlgoRhythms by Han x Nicolas Daniel,20,2.21,5.5,1.2,55,66.0,563,1000.0
Metaverse Travel Agency (M.T.A.),8,0.88,0.39,0.01,22,0.22,2704,5669.0
Avid Lines,15,1.65,5.6,2.0,28,56.0,260,500.0
MEEBIT HAIR SALON,1,0.11,6.25,2.0,1,2.0,15,16.0
Mutant Garden Seeder,8,0.88,3.51,3.99,18,71.82000000000001,279,513.0
A LIT Invitation to Kindness,35,3.86,1166.67,0.01,35,0.35000000000000003,6070,3.0
DI Animals,9,0.99,0.2,0.03,18,0.54,3618,8887.0
DAOpunks,6,0.66,0.63,0.22,7,1.54,622,1111.0
EtherKois,2,0.22,2.04,0.01,5,0.05,64,245.0
Goofball Gang,3,0.33,0.16,0.04,7,0.28,1824,4484.0
Bankless Locations,1,0.11,25.0,0.45,1,0.45,345,4.0
KINGS OF LEON x YELLOWHEART NFTS,7,0.77,0.14,0.02,9,0.18,4969,6479.0
Howie Doin,1,0.11,8.33,0.0125,1,0.0125,8,12.0
Imastar,1,0.11,50.0,0.5,1,0.5,6,2.0
JOYWORLD JOYtoys,12,1.32,0.65,0.08,21,1.68,1446,3209.0
Pranksy Rocks,2,0.22,200.0,0.17,2,0.34,172,1.0
ETH-MEN Legacy,1,0.11,14.29,0.1,2,0.2,253,14.0
Shelly Soneja,2,0.22,66.67,0.03,2,0.06,180,3.0
Unicorn Olivia Art,2,0.22,2.78,0.01,2,0.02,181,72.0
DrawWritePlay,2,0.22,33.33,0.03,2,0.06,182,6.0
baron lanteigne,1,0.11,50.0,1.0,1,1.0,11,2.0
Cargo,1,0.11,0.31,0.1,1,0.1,202,327.0
100 Avatar Cards Round 2,1,0.11,1.0,0.03,1,0.03,99,100.0
Happy Birthday Manan,1,0.11,100.0,0.0,1,0.0,1,1.0
DeGheyn Vanitas Marilyn BTC,1,0.11,1.96,0.0,1,0.0,2,51.0
Imac - Pepe,1,0.11,16.67,0.0,1,0.0,3,6.0
Terra Virtua,2,0.22,0.11,0.02,2,0.04,398,1804.0
Decentraland Wearables,11,1.21,0.09,0.01,64,0.64,10536,71280.0
NonFunGerbils,2,0.22,0.28,0.03,2,0.06,326,702.0
Cryptovoxels Names,10,1.1,0.12,0.05,11,0.55,2588,9490.0
MegaCryptoPolis,14,1.54,0.02,0.0,15,0.0,24036,89552.0
ETH TOWN,3,0.33,0.04,0.03,5,0.15,4161,11487.0
Editional,5,0.55,0.01,0.0,9,0.0,1768,81820.0
Flowerpatch,5,0.55,0.0,0.0,5,0.0,11956,109217.0
Nametag,16,1.76,0.18,0.02,17,0.34,8636,9401.0
SuperToys,1,0.11,3.85,3.0,1,3.0,26,26.0
MistleToadz by GREMPLIN,33,3.64,2.52,0.03,100,3.0,1836,3965.0
Flowers by RVig,33,3.64,1.38,0.06,85,5.1,3058,6158.0
Metamind,2,0.22,1.24,0.09,12,1.08,505,968.0
GalacticMonkes,8,0.88,0.33,0.01,30,0.3,2419,9156.0
Alfa Pass,11,1.21,0.44,0.33,11,3.6300000000000003,1901,2499.0
experimentfailurecontractredeployed,1,0.11,0.53,1.0,1,1.0,470,189.0
Bubble Budz (V2 Collection),1,0.11,0.1,0.0,5,0.0,1354,5022.0
Floor App Gen 2,13,1.43,3.59,0.36,36,12.959999999999999,703,1003.0
GEN.ART Drop Collection,39,4.3,1.6,0.02,179,3.58,2398,11214.0
The Club721,8,0.88,0.56,0.13,11,1.4300000000000002,1756,1961.0
GalacticApes,9,0.99,0.41,0.09,41,3.69,3700,9998.0
Sockz (Edition 0),23,2.54,1.83,0.0,91,0.0,1922,4986.0
Standametti,7,0.77,0.39,0.02,17,0.34,1807,4331.0
Origins NFT,11,1.21,550.0,3.6,11,39.6,844,2.0
OnChain Seasides,8,0.88,0.51,0.03,17,0.51,1472,3309.0
Deep Space Explorer,1,0.11,0.04,0.01,1,0.01,831,2830.0
AmbieNFT,1,0.11,2.17,0.5,1,0.5,31,46.0
StickyNFT V3,1,0.11,1.14,0.03,1,0.03,51,88.0
GenHall,4,0.44,0.22,0.0,6,0.0,755,2721.0
Once Upon A Time Project,4,0.44,0.29,0.0,14,0.0,1104,4903.0
First First NFTs,38,4.19,3.3,0.03,165,4.95,1799,5000.0
Loot Items (for Adventurers),4,0.44,3.85,0.01,32,0.32,64,832.0
Loot (for Cyberpunks),8,0.88,0.46,0.02,14,0.28,1210,3011.0
Loot Weapon,4,0.44,0.28,0.0,7,0.0,594,2486.0
Name (for Adventurers),4,0.44,0.53,0.09,5,0.44999999999999996,507,947.0
cLoot (for Chinese Adventurers),14,1.54,0.81,0.03,20,0.6,1201,2454.0
Baby Combat Bots G1,3,0.33,0.4,0.02,14,0.28,1386,3498.0
Neutron (simple),2,0.22,9.09,0.07,2,0.14,17,22.0
StickyNFT V2,2,0.22,3.85,0.05,4,0.2,47,104.0
Tools Of Rock,13,1.43,0.33,0.02,25,0.5,2254,7475.0
GOOP TROOP,26,2.87,1.04,0.05,104,5.2,2337,10000.0
Bored Ape Seeks Yacht Club #0,8,0.88,1.06,0.0,60,0.0,1253,5636.0
MissCryptoClub,1,0.11,0.06,0.03,2,0.06,1268,3144.0
LONDON GIFT by POB,15,1.65,0.33,0.02,29,0.58,2756,8888.0
Perpetual Petals,1,0.11,0.86,0.45,1,0.45,56,116.0
Bored Ape Comic,21,2.32,1.2,0.03,120,3.5999999999999996,2693,9996.0
Pixelglyphs,20,2.21,0.59,0.02,59,1.18,2367,9999.0
Spookies NFT,4,0.44,0.16,0.02,14,0.28,2659,8888.0
